Reporting Area,MMWR Year,MMWR Week,"Chlamydia trachomatis infection, Current week","Chlamydia trachomatis infection, Current week, flag","Chlamydia trachomatis infection, Previous 52 weeks Med","Chlamydia trachomatis infection, Previous 52 weeks Med, flag","Chlamydia trachomatis infection, Previous 52 weeks Max","Chlamydia trachomatis infection, Previous 52 weeks Max, flag","Chlamydia trachomatis infection, Cum 2017","Chlamydia trachomatis infection, Cum 2017, flag","Chlamydia trachomatis infection, Cum 2016","Chlamydia trachomatis infection, Cum 2016, flag","Coccidioidomycosis, Current week","Coccidioidomycosis, Current week, flag","Coccidioidomycosis, Previous 52 weeks Med","Coccidioidomycosis, Previous 52 weeks Med, flag","Coccidioidomycosis, Previous 52 weeks Max","Coccidioidomycosis, Previous 52 weeks Max, flag","Coccidioidomycosis, Cum 2017","Coccidioidomycosis, Cum 2017, flag","Coccidioidomycosis, Cum 2016","Coccidioidomycosis, Cum 2016, flag",Location 1,Location 2
NORTH CAROLINA,2017,46,,-,4,,1237,,973,,51651,,,N,0,,0,,,N,,N,"NORTH CAROLINA
(35.47995, -79.180571)",
SOUTH CAROLINA,2017,46,722,,598,,2152,,29366,,25290,,,N,0,,0,,,N,,N,"SOUTH CAROLINA
(34.009286, -81.037094)",
NORTH DAKOTA,2017,46,,-,59,,77,,2667,,3132,,,-,0,,1,,4,,6,,"NORTH DAKOTA
(47.475879, -100.121011)",
ARIZONA,2017,46,599,,738,,1619,,33427,,30419,,159,,113,,209,,5424,,5332,,"ARIZONA
(34.869712, -111.760902)",
WYOMING,2017,46,62,,38,,59,,1821,,1824,,,-,0,,1,,7,,1,,"WYOMING
(43.23558, -108.110518)",
ALASKA,2017,46,,-,111,,142,,4559,,5067,,,N,0,,0,,,N,,N,"ALASKA
(64.836661, -147.738891)",
S. ATLANTIC,2017,46,3788,,5681,,11499,,251660,,287788,,,-,0,,2,,7,,8,,,
NEW ENGLAND,2017,46,76,,1052,,1524,,40127,,47320,,,-,0,,1,,1,,3,,,
NEW MEXICO,2017,46,105,,251,,401,,11468,,11457,,,-,0,,2,,10,,23,,"NEW MEXICO
(34.520396, -106.244402)",
AMER. SAMOA,2017,46,,-,0,,0,,,-,,-,,N,0,,0,,,N,,N,,
VIRGINIA,2017,46,832,,759,,4710,,37338,,31819,,,N,0,,0,,,N,,N,"VIRGINIA
(37.542699, -78.45822)",
PENNSYLVANIA,2017,46,787,,1122,,2006,,56809,,50560,,,N,0,,0,,,N,,N,"PENNSYLVANIA
(40.789676, -77.858055)",
TEXAS,2017,46,,-,2856,,4062,,125729,,128657,,,N,0,,0,,,N,,N,"TEXAS
(31.827233, -99.423022)",
PUERTO RICO,2017,46,,-,118,,350,,5330,,6387,,,N,0,,0,,,N,,N,"PUERTO RICO
(18.215692, -66.414655)",
NEW ENGLAND,2017,47,147,,1037,,1524,,40498,,48240,,,-,0,,1,,1,,4,,,
PENNSYLVANIA,2017,47,711,,1120,,2006,,57799,,51441,,,N,0,,0,,,N,,N,"PENNSYLVANIA
(40.789676, -77.858055)",
ARKANSAS,2017,47,31,,221,,618,,10802,,14561,,,-,0,,2,,3,,1,,"ARKANSAS
(34.748745, -92.275105)",
RHODE ISLAND,2017,47,59,,88,,496,,4420,,3709,,,-,0,,1,,,-,1,,"RHODE ISLAND
(41.707447, -71.522488)",
ALASKA,2017,47,,-,111,,142,,4694,,5130,,,N,0,,0,,,N,,N,"ALASKA
(64.836661, -147.738891)",
IOWA,2017,47,1,,265,,335,,11903,,11783,,,N,0,,0,,,N,,N,"IOWA
(42.46942, -93.815856)",
IDAHO,2017,47,116,,112,,165,,4681,,5318,,,N,0,,0,,,N,,N,"IDAHO
(43.680635, -114.364237)",
KANSAS,2017,47,19,,264,,311,,11976,,10928,,,N,0,,0,,,N,,N,"KANSAS
(38.345528, -98.201847)",
NEW MEXICO,2017,47,68,,250,,401,,11613,,11544,,,-,0,,2,,10,,23,,"NEW MEXICO
(34.520396, -106.244402)",
DIST. OF COL.,2017,47,,-,164,,426,,7912,,6503,,,-,0,,0,,,-,,-,"DISTRICT OF COLUMBIA
(38.892062, -77.019912)",
WISCONSIN,2017,47,284,,531,,644,,24977,,24417,,,-,0,,1,,2,,13,,"WISCONSIN
(44.395526, -89.834513)",
WYOMING,2017,47,18,,39,,67,,1857,,1857,,,-,0,,1,,7,,1,,"WYOMING
(43.23558, -108.110518)",
OKLAHOMA,2017,47,15,,348,,445,,15038,,19581,,,N,0,,0,,,N,,N,"OKLAHOMA
(35.468494, -97.521264)",
S. ATLANTIC,2017,47,2175,,5724,,11499,,257377,,291695,,,-,0,,2,,7,,8,,,
NEW HAMPSHIRE,2017,47,77,,82,,201,,4323,,3148,,,-,0,,1,,1,,3,,"NEW HAMPSHIRE
(43.657736, -71.500736)",
MAINE,2017,47,1,,77,,153,,2712,,3745,,,N,0,,0,,,N,,N,"MAINE
(45.252223, -68.986647)",
C.N.M.I.,2017,47,,-,,-,,-,,-,,-,,-,,-,,-,,-,,-,"NORTHERN MARIANA ISLANDS
(15.1834, 145.725693)",
TENNESSEE,2017,47,,-,651,,917,,29021,,29719,,,N,0,,0,,,N,,N,"TENNESSEE
(35.681402, -85.774444)",
NEBRASKA,2017,47,33,,156,,274,,6964,,7333,,,-,0,,1,,6,,5,,"NEBRASKA
(41.640503, -99.367122)",
MARYLAND,2017,47,251,,625,,1343,,27612,,25061,,,-,0,,2,,7,,6,,"MARYLAND
(39.290443, -76.612333)",
MICHIGAN,2017,47,156,,933,,1104,,41119,,41460,,,-,0,,2,,13,,32,,"MICHIGAN
(44.66399, -84.711206)",
NORTH DAKOTA,2017,47,18,,59,,78,,2819,,3186,,,-,0,,1,,4,,6,,"NORTH DAKOTA
(47.475879, -100.121011)",
OREGON,2017,47,326,,356,,545,,16971,,15805,,,-,0,,1,,9,,11,,"OREGON
(44.567912, -120.156945)",
E.N. CENTRAL,2017,47,1040,,4338,,5175,,195709,,214413,,4,,0,,4,,40,,65,,,
VIRGIN ISL.,2017,47,,-,9,,21,,349,,547,,,-,0,,0,,,-,,-,"VIRGIN ISLANDS
(18.060868, -64.840836)",
PUERTO RICO,2017,47,,-,116,,350,,5389,,6450,,,N,0,,0,,,N,,N,"PUERTO RICO
(18.215692, -66.414655)",
CALIFORNIA,2017,47,23,,4207,,4671,,191866,,178941,,6,,87,,154,,3942,,4774,,"CALIFORNIA
(37.640735, -121.002435)",
W.N. CENTRAL,2017,47,208,,1873,,2112,,83142,,85511,,1,,1,,5,,79,,89,,,
MISSISSIPPI,2017,47,211,,427,,732,,16232,,17221,,,N,0,,0,,,N,,N,"MISSISSIPPI
(32.738663, -89.537312)",
W.S. CENTRAL,2017,47,1510,,4152,,5420,,189931,,193211,,,-,0,,3,,6,,15,,,
MASSACHUSETTS,2017,47,,-,537,,617,,19690,,24037,,,N,0,,0,,,N,,N,"MASSACHUSETTS
(42.268546, -72.085064)",
MONTANA,2017,47,,-,79,,158,,3749,,4007,,,-,0,,3,,15,,11,,"MONTANA
(47.062617, -109.430168)",
COLORADO,2017,47,262,,506,,790,,24762,,23530,,,N,0,,0,,,N,,N,"COLORADO
(38.841772, -106.132562)",
INDIANA,2017,47,180,,648,,927,,30285,,27986,,,-,0,,0,,,-,1,,"INDIANA
(39.76845, -86.156212)",
WEST VIRGINIA,2017,47,6,,79,,130,,3690,,4340,,,N,0,,0,,,N,,N,"WEST VIRGINIA
(38.668501, -80.709421)",
AMER. SAMOA,2017,47,,-,0,,0,,,-,,-,,N,0,,0,,,N,,N,,
CONNECTICUT,2017,47,5,,221,,459,,8401,,12161,,,N,0,,0,,,N,,N,"CONNECTICUT
(41.544654, -72.651713)",
ALABAMA,2017,47,,-,530,,761,,21459,,24580,,,N,0,,0,,,N,,N,"ALABAMA
(32.839182, -86.631125)",
DELAWARE,2017,47,79,,102,,149,,4886,,4775,,,-,0,,0,,,-,2,,"DELAWARE
(39.008676, -75.574561)",
WASHINGTON,2017,47,220,,480,,686,,20930,,28165,,,N,0,,0,,,N,,N,"WASHINGTON
(47.517368, -120.467672)",
ARIZONA,2017,47,303,,740,,1620,,34102,,31017,,213,,112,,218,,5685,,5429,,"ARIZONA
(34.869712, -111.760902)",
GUAM,2017,47,,-,0,,0,,,-,,-,,-,0,,0,,,-,,-,"GUAM
(13.3532, 144.653198)",
ILLINOIS,2017,47,15,,1033,,1566,,46370,,65608,,,N,0,,0,,,N,,N,"ILLINOIS
(40.477092, -88.993221)",
UNITED STATES,2017,47,9044,,30728,,37915,,1385666,,1433124,,224,,215,,312,,9938,,10541,,,
PACIFIC,2017,47,569,,5303,,5752,,240283,,234281,,6,,87,,154,,3951,,4785,,,
NORTH CAROLINA,2017,47,1,,7,,1237,,2172,,52516,,,N,0,,0,,,N,,N,"NORTH CAROLINA
(35.47995, -79.180571)",
UTAH,2017,47,101,,192,,231,,8994,,8583,,,-,0,,4,,34,,36,,"UTAH
(39.359772, -111.584173)",
LOUISIANA,2017,47,337,,659,,1684,,31340,,28462,,,-,0,,1,,3,,14,,"LOUISIANA
(31.2931, -92.463284)",
KENTUCKY,2017,47,267,,387,,714,,17499,,15522,,,-,0,,1,,2,,,-,"KENTUCKY
(37.64591, -84.774043)",
VERMONT,2017,47,5,,22,,102,,952,,1440,,,N,0,,0,,,N,,N,"VERMONT
(43.622479, -72.51927)",
OHIO,2017,47,405,,1154,,1276,,52958,,54942,,4,,0,,4,,25,,19,,"OHIO
(40.056807, -82.405897)",
MISSOURI,2017,47,137,,630,,756,,29006,,27799,,1,,0,,2,,16,,20,,"MISSOURI
(38.636168, -92.566292)",
NEVADA,2017,47,60,,261,,343,,11847,,13153,,,-,2,,8,,101,,75,,"NEVADA
(39.491833, -117.070159)",
NEW JERSEY,2017,47,245,,685,,845,,30751,,31181,,,N,0,,0,,,N,,N,"NEW JERSEY
(40.104655, -74.386686)",
NEW YORK CITY,2017,47,463,,1416,,1586,,64829,,60383,,,N,0,,0,,,N,,N,,
MOUNTAIN,2017,47,928,,2204,,3002,,101605,,99009,,213,,115,,218,,5852,,5575,,,
TEXAS,2017,47,1127,,2862,,4062,,132751,,130607,,,N,0,,0,,,N,,N,"TEXAS
(31.827233, -99.423022)",
FLORIDA,2017,47,504,,1976,,2771,,88031,,83812,,,N,0,,0,,,N,,N,"FLORIDA
(28.915325, -81.922409)",
E.S. CENTRAL,2017,47,478,,1943,,2329,,84211,,87042,,,-,0,,1,,2,,,-,,
SOUTH DAKOTA,2017,47,,-,82,,120,,3624,,3947,,,N,0,,0,,,N,,N,"SOUTH DAKOTA
(44.35371, -100.373709)",
MINNESOTA,2017,47,,-,433,,513,,16850,,20535,,,-,1,,4,,53,,58,,"MINNESOTA
(46.357661, -94.793397)",
VIRGINIA,2017,47,704,,761,,4710,,38042,,32036,,,N,0,,0,,,N,,N,"VIRGINIA
(37.542699, -78.45822)",
NEW YORK,2017,47,570,,859,,2358,,39531,,36717,,,N,0,,0,,,N,,N,"NEW YORK
(42.826892, -75.544286)",
MID. ATLANTIC,2017,47,1989,,4190,,5072,,192910,,179722,,,-,0,,0,,,-,,-,,
SOUTH CAROLINA,2017,47,369,,598,,2152,,29742,,25445,,,N,0,,0,,,N,,N,"SOUTH CAROLINA
(34.009286, -81.037094)",
GEORGIA,2017,47,261,,1214,,1442,,55290,,57207,,,N,0,,0,,,N,,N,"GEORGIA
(32.836038, -83.631709)",
MID. ATLANTIC,2017,48,3071,,4189,,5072,,197037,,183917,,,-,0,,0,,,-,,-,,
PUERTO RICO,2017,48,34,,118,,350,,5431,,6544,,,N,0,,0,,,N,,N,"PUERTO RICO
(18.215692, -66.414655)",
OKLAHOMA,2017,48,63,,348,,445,,15416,,20026,,,N,0,,0,,,N,,N,"OKLAHOMA
(35.468494, -97.521264)",
W.N. CENTRAL,2017,48,388,,1873,,2113,,85207,,87591,,,-,1,,5,,81,,90,,,
UNITED STATES,2017,48,15800,,31957,,37915,,1467273,,1471039,,340,,216,,312,,10289,,10853,,,
INDIANA,2017,48,339,,648,,927,,31170,,28650,,,-,0,,0,,,-,1,,"INDIANA
(39.76845, -86.156212)",
E.N. CENTRAL,2017,48,1575,,4340,,5193,,200200,,219158,,2,,1,,4,,44,,66,,,
SOUTH DAKOTA,2017,48,10,,82,,120,,3643,,4034,,,N,0,,0,,,N,,N,"SOUTH DAKOTA
(44.35371, -100.373709)",
TENNESSEE,2017,48,213,,651,,917,,29321,,30296,,,N,0,,0,,,N,,N,"TENNESSEE
(35.681402, -85.774444)",
ARKANSAS,2017,48,235,,221,,618,,11107,,15001,,1,,0,,2,,4,,1,,"ARKANSAS
(34.748745, -92.275105)",
DIST. OF COL.,2017,48,,-,165,,426,,7912,,6671,,,-,0,,0,,,-,,-,"DISTRICT OF COLUMBIA
(38.892062, -77.019912)",
AMER. SAMOA,2017,48,,-,0,,0,,,-,,-,,N,0,,0,,,N,,N,,
WYOMING,2017,48,31,,40,,73,,1914,,1902,,,-,0,,1,,7,,1,,"WYOMING
(43.23558, -108.110518)",
SOUTH CAROLINA,2017,48,791,,598,,2152,,30567,,26154,,,N,0,,0,,,N,,N,"SOUTH CAROLINA
(34.009286, -81.037094)",
IOWA,2017,48,72,,267,,335,,12209,,12056,,,N,0,,0,,,N,,N,"IOWA
(42.46942, -93.815856)",
HAWAII,2017,48,,-,131,,181,,5822,,6414,,,N,0,,0,,,N,,N,"HAWAII
(21.30992, -157.858158)",
NEW MEXICO,2017,48,83,,251,,401,,11782,,11834,,,-,0,,2,,10,,24,,"NEW MEXICO
(34.520396, -106.244402)",
MARYLAND,2017,48,284,,620,,1343,,28127,,26404,,,-,0,,2,,7,,6,,"MARYLAND
(39.290443, -76.612333)",
S. ATLANTIC,2017,48,3558,,6813,,11499,,310418,,303194,,,-,0,,2,,7,,8,,,
NEW ENGLAND,2017,48,513,,1052,,1524,,47768,,49489,,,-,0,,1,,1,,4,,,
OREGON,2017,48,357,,356,,545,,17330,,16130,,,-,0,,1,,9,,11,,"OREGON
(44.567912, -120.156945)",
MASSACHUSETTS,2017,48,335,,568,,677,,26579,,24648,,,N,0,,0,,,N,,N,"MASSACHUSETTS
(42.268546, -72.085064)",
NEW JERSEY,2017,48,253,,685,,845,,31254,,31892,,,N,0,,0,,,N,,N,"NEW JERSEY
(40.104655, -74.386686)",
WEST VIRGINIA,2017,48,60,,79,,130,,3769,,4459,,,N,0,,0,,,N,,N,"WEST VIRGINIA
(38.668501, -80.709421)",
NEW HAMPSHIRE,2017,48,64,,82,,201,,4387,,3160,,,-,0,,1,,1,,3,,"NEW HAMPSHIRE
(43.657736, -71.500736)",
C.N.M.I.,2017,48,,-,,-,,-,,-,,-,,-,,-,,-,,-,,-,"NORTHERN MARIANA ISLANDS
(15.1834, 145.725693)",
KANSAS,2017,48,37,,263,,313,,12190,,11176,,,N,0,,0,,,N,,N,"KANSAS
(38.345528, -98.201847)",
VERMONT,2017,48,,-,22,,102,,952,,1481,,,N,0,,0,,,N,,N,"VERMONT
(43.622479, -72.51927)",
WASHINGTON,2017,48,474,,480,,686,,21404,,28851,,,N,0,,0,,,N,,N,"WASHINGTON
(47.517368, -120.467672)",
VIRGIN ISL.,2017,48,,-,9,,21,,349,,553,,,-,0,,0,,,-,,-,"VIRGIN ISLANDS
(18.060868, -64.840836)",
LOUISIANA,2017,48,624,,659,,1684,,31989,,29208,,1,,0,,1,,5,,14,,"LOUISIANA
(31.2931, -92.463284)",
IDAHO,2017,48,,-,113,,165,,4681,,5419,,,N,0,,0,,,N,,N,"IDAHO
(43.680635, -114.364237)",
NEW YORK,2017,48,1038,,859,,2358,,40554,,37719,,,N,0,,0,,,N,,N,"NEW YORK
(42.826892, -75.544286)",
TEXAS,2017,48,2526,,2862,,4061,,135636,,132924,,,N,0,,0,,,N,,N,"TEXAS
(31.827233, -99.423022)",
FLORIDA,2017,48,1297,,1987,,2771,,90470,,85731,,,N,0,,0,,,N,,N,"FLORIDA
(28.915325, -81.922409)",
OHIO,2017,48,591,,1157,,1277,,54016,,56187,,2,,0,,4,,27,,20,,"OHIO
(40.056807, -82.405897)",
MISSOURI,2017,48,163,,631,,821,,29849,,28449,,,-,0,,2,,17,,20,,"MISSOURI
(38.636168, -92.566292)",
MISSISSIPPI,2017,48,349,,427,,730,,16581,,17753,,,N,0,,0,,,N,,N,"MISSISSIPPI
(32.738663, -89.537312)",
WISCONSIN,2017,48,366,,532,,644,,25518,,24906,,,-,0,,1,,2,,13,,"WISCONSIN
(44.395526, -89.834513)",
GUAM,2017,48,,-,0,,0,,,-,,-,,-,0,,0,,,-,,-,"GUAM
(13.3532, 144.653198)",
MONTANA,2017,48,,-,79,,158,,3749,,4099,,,-,0,,3,,15,,13,,"MONTANA
(47.062617, -109.430168)",
NORTH CAROLINA,2017,48,1,,1183,,1386,,49579,,53753,,,N,0,,0,,,N,,N,"NORTH CAROLINA
(35.47995, -79.180571)",
MAINE,2017,48,1,,77,,153,,2713,,3805,,,N,0,,0,,,N,,N,"MAINE
(45.252223, -68.986647)",
KENTUCKY,2017,48,442,,385,,714,,17942,,16235,,,-,0,,1,,2,,,-,"KENTUCKY
(37.64591, -84.774043)",
ALABAMA,2017,48,,-,530,,761,,21459,,24964,,,N,0,,0,,,N,,N,"ALABAMA
(32.839182, -86.631125)",
PACIFIC,2017,48,1265,,5307,,5771,,243980,,239990,,20,,86,,154,,3993,,4939,,,
ILLINOIS,2017,48,77,,1038,,1583,,47701,,67038,,,N,0,,0,,,N,,N,"ILLINOIS
(40.477092, -88.993221)",
MINNESOTA,2017,48,6,,433,,513,,17219,,21024,,,-,1,,4,,54,,59,,"MINNESOTA
(46.357661, -94.793397)",
DELAWARE,2017,48,77,,102,,149,,4963,,4894,,,-,0,,0,,,-,2,,"DELAWARE
(39.008676, -75.574561)",
ALASKA,2017,48,,-,111,,142,,4694,,5272,,,N,0,,0,,,N,,N,"ALASKA
(64.836661, -147.738891)",
COLORADO,2017,48,,-,506,,790,,24762,,23983,,,N,0,,0,,,N,,N,"COLORADO
(38.841772, -106.132562)",
MICHIGAN,2017,48,202,,933,,1104,,41795,,42377,,,-,0,,2,,15,,32,,"MICHIGAN
(44.66399, -84.711206)",
W.S. CENTRAL,2017,48,3448,,4163,,5420,,194148,,197159,,2,,0,,3,,9,,15,,,
VIRGINIA,2017,48,706,,761,,4710,,38746,,36746,,,N,0,,0,,,N,,N,"VIRGINIA
(37.542699, -78.45822)",
PENNSYLVANIA,2017,48,905,,1120,,2006,,58930,,52463,,,N,0,,0,,,N,,N,"PENNSYLVANIA
(40.789676, -77.858055)",
E.S. CENTRAL,2017,48,1004,,1943,,2329,,85303,,89248,,,-,0,,1,,2,,,-,,
MOUNTAIN,2017,48,978,,2211,,3010,,103212,,101293,,316,,115,,211,,6152,,5731,,,
NORTH DAKOTA,2017,48,28,,60,,78,,2880,,3245,,,-,0,,1,,4,,6,,"NORTH DAKOTA
(47.475879, -100.121011)",
ARIZONA,2017,48,723,,746,,1615,,34896,,31864,,316,,113,,211,,5985,,5575,,"ARIZONA
(34.869712, -111.760902)",
GEORGIA,2017,48,342,,1218,,1442,,56285,,58382,,,N,0,,0,,,N,,N,"GEORGIA
(32.836038, -83.631709)",
NEW YORK CITY,2017,48,875,,1418,,1588,,66299,,61843,,,N,0,,0,,,N,,N,,
NEBRASKA,2017,48,72,,160,,274,,7217,,7607,,,-,0,,1,,6,,5,,"NEBRASKA
(41.640503, -99.367122)",
UTAH,2017,48,135,,196,,255,,9353,,8758,,,-,0,,4,,34,,38,,"UTAH
(39.359772, -111.584173)",
NEVADA,2017,48,6,,262,,345,,12075,,13434,,,-,2,,8,,101,,80,,"NEVADA
(39.491833, -117.070159)",
RHODE ISLAND,2017,48,100,,87,,496,,4520,,3942,,,-,0,,0,,,-,1,,"RHODE ISLAND
(41.707447, -71.522488)",
CONNECTICUT,2017,48,13,,211,,459,,8617,,12453,,,N,0,,0,,,N,,N,"CONNECTICUT
(41.544654, -72.651713)",
CALIFORNIA,2017,48,434,,4207,,4690,,194730,,183323,,20,,86,,154,,3984,,4928,,"CALIFORNIA
(37.640735, -121.002435)",
C.N.M.I.,2017,49,,-,,-,,-,,-,,-,,-,,-,,-,,-,,-,"NORTHERN MARIANA ISLANDS
(15.1834, 145.725693)",
WYOMING,2017,49,36,,39,,73,,1958,,1952,,,-,0,,1,,7,,1,,"WYOMING
(43.23558, -108.110518)",
E.S. CENTRAL,2017,49,981,,1928,,2329,,88871,,91503,,,-,0,,1,,2,,1,,,
MARYLAND,2017,49,647,,612,,1240,,28936,,27531,,,-,0,,2,,7,,6,,"MARYLAND
(39.290443, -76.612333)",
S. ATLANTIC,2017,49,3515,,6754,,8124,,317381,,310504,,,-,0,,2,,7,,8,,,
MAINE,2017,49,3,,77,,153,,2716,,3881,,,N,0,,0,,,N,,N,"MAINE
(45.252223, -68.986647)",
CALIFORNIA,2017,49,439,,4207,,4702,,199010,,187529,,23,,86,,140,,4161,,5059,,"CALIFORNIA
(37.640735, -121.002435)",
NORTH DAKOTA,2017,49,28,,60,,78,,2947,,3295,,,-,0,,1,,4,,6,,"NORTH DAKOTA
(47.475879, -100.121011)",
ALABAMA,2017,49,,-,530,,761,,21459,,25340,,,N,0,,0,,,N,,N,"ALABAMA
(32.839182, -86.631125)",
ILLINOIS,2017,49,,-,1037,,1583,,47698,,68472,,,N,0,,0,,,N,,N,"ILLINOIS
(40.477092, -88.993221)",
OKLAHOMA,2017,49,64,,347,,438,,15893,,20464,,,N,0,,0,,,N,,N,"OKLAHOMA
(35.468494, -97.521264)",
MASSACHUSETTS,2017,49,,-,566,,677,,26579,,25236,,,N,0,,0,,,N,,N,"MASSACHUSETTS
(42.268546, -72.085064)",
SOUTH CAROLINA,2017,49,516,,598,,2152,,31083,,26898,,,N,0,,0,,,N,,N,"SOUTH CAROLINA
(34.009286, -81.037094)",
PENNSYLVANIA,2017,49,688,,1121,,2006,,59690,,53626,,,N,0,,0,,,N,,N,"PENNSYLVANIA
(40.789676, -77.858055)",
MISSOURI,2017,49,180,,631,,837,,30575,,29156,,,-,0,,2,,17,,20,,"MISSOURI
(38.636168, -92.566292)",
W.S. CENTRAL,2017,49,2833,,4184,,5422,,198887,,201382,,,-,0,,3,,9,,15,,,
PACIFIC,2017,49,1368,,5309,,5783,,249467,,245525,,23,,86,,140,,4170,,5070,,,
NEW ENGLAND,2017,49,161,,1038,,1524,,48268,,50848,,,-,0,,1,,1,,4,,,
IOWA,2017,49,,-,265,,335,,12209,,12301,,,N,0,,0,,,N,,N,"IOWA
(42.46942, -93.815856)",
MICHIGAN,2017,49,234,,935,,1104,,42643,,43396,,,-,0,,2,,17,,32,,"MICHIGAN
(44.66399, -84.711206)",
TENNESSEE,2017,49,222,,667,,917,,32101,,30900,,,N,0,,0,,,N,,N,"TENNESSEE
(35.681402, -85.774444)",
MINNESOTA,2017,49,6,,434,,514,,17768,,21471,,,-,1,,4,,54,,61,,"MINNESOTA
(46.357661, -94.793397)",
MISSISSIPPI,2017,49,409,,401,,730,,16994,,18449,,,N,0,,0,,,N,,N,"MISSISSIPPI
(32.738663, -89.537312)",
KANSAS,2017,49,47,,263,,313,,12450,,11470,,,N,0,,0,,,N,,N,"KANSAS
(38.345528, -98.201847)",
OHIO,2017,49,614,,1150,,1275,,55181,,57429,,,-,0,,4,,27,,20,,"OHIO
(40.056807, -82.405897)",
RHODE ISLAND,2017,49,75,,87,,496,,4595,,4213,,,-,0,,0,,,-,1,,"RHODE ISLAND
(41.707447, -71.522488)",
ARIZONA,2017,49,,-,735,,1615,,34896,,32491,,290,,113,,329,,6270,,5724,,"ARIZONA
(34.869712, -111.760902)",
DIST. OF COL.,2017,49,,-,164,,426,,8156,,6789,,,-,0,,0,,,-,,-,"DISTRICT OF COLUMBIA
(38.892062, -77.019912)",
VERMONT,2017,49,6,,23,,102,,1003,,1507,,,N,0,,0,,,N,,N,"VERMONT
(43.622479, -72.51927)",
KENTUCKY,2017,49,350,,385,,714,,18317,,16814,,,-,0,,1,,2,,1,,"KENTUCKY
(37.64591, -84.774043)",
AMER. SAMOA,2017,49,,-,0,,0,,,-,,-,,N,0,,0,,,N,,N,,
VIRGIN ISL.,2017,49,,-,10,,21,,349,,557,,,-,0,,0,,,-,,-,"VIRGIN ISLANDS
(18.060868, -64.840836)",
NEW YORK,2017,49,897,,859,,2358,,41439,,38648,,,N,0,,0,,,N,,N,"NEW YORK
(42.826892, -75.544286)",
MOUNTAIN,2017,49,691,,2215,,3009,,104828,,103391,,291,,115,,329,,6439,,5881,,,
IDAHO,2017,49,,-,113,,165,,4681,,5498,,,N,0,,0,,,N,,N,"IDAHO
(43.680635, -114.364237)",
MID. ATLANTIC,2017,49,2691,,4168,,5074,,200729,,188140,,,-,0,,0,,,-,,-,,
W.N. CENTRAL,2017,49,337,,1873,,2113,,87052,,89540,,1,,1,,5,,82,,92,,,
ALASKA,2017,49,,-,111,,140,,4694,,5401,,,N,0,,0,,,N,,N,"ALASKA
(64.836661, -147.738891)",
CONNECTICUT,2017,49,17,,208,,459,,8927,,12747,,,N,0,,0,,,N,,N,"CONNECTICUT
(41.544654, -72.651713)",
NEW YORK CITY,2017,49,837,,1418,,1588,,67670,,63251,,,N,0,,0,,,N,,N,,
TEXAS,2017,49,2338,,2865,,4061,,138159,,135693,,,N,0,,0,,,N,,N,"TEXAS
(31.827233, -99.423022)",
SOUTH DAKOTA,2017,49,,-,82,,120,,3678,,4116,,,N,0,,0,,,N,,N,"SOUTH DAKOTA
(44.35371, -100.373709)",
E.N. CENTRAL,2017,49,1651,,4332,,5192,,203587,,224023,,,-,1,,4,,46,,66,,,
NEW JERSEY,2017,49,269,,684,,845,,31930,,32615,,,N,0,,0,,,N,,N,"NEW JERSEY
(40.104655, -74.386686)",
UNITED STATES,2017,49,14228,,31954,,35508,,1499070,,1504856,,315,,218,,369,,10756,,11137,,,
GUAM,2017,49,,-,0,,0,,,-,,-,,-,0,,0,,,-,,-,"GUAM
(13.3532, 144.653198)",
NEW MEXICO,2017,49,130,,250,,402,,12179,,12225,,,-,0,,2,,11,,24,,"NEW MEXICO
(34.520396, -106.244402)",
FLORIDA,2017,49,934,,1987,,2771,,92364,,87776,,,N,0,,0,,,N,,N,"FLORIDA
(28.915325, -81.922409)",
NEW HAMPSHIRE,2017,49,60,,82,,201,,4448,,3264,,,-,0,,1,,1,,3,,"NEW HAMPSHIRE
(43.657736, -71.500736)",
DELAWARE,2017,49,129,,102,,149,,5092,,5029,,,-,0,,0,,,-,2,,"DELAWARE
(39.008676, -75.574561)",
OREGON,2017,49,397,,359,,545,,17729,,16505,,,-,0,,1,,9,,11,,"OREGON
(44.567912, -120.156945)",
NORTH CAROLINA,2017,49,,-,1184,,1386,,50887,,54963,,,N,0,,0,,,N,,N,"NORTH CAROLINA
(35.47995, -79.180571)",
COLORADO,2017,49,380,,506,,790,,25591,,24369,,,N,0,,0,,,N,,N,"COLORADO
(38.841772, -106.132562)",
WISCONSIN,2017,49,428,,536,,644,,26156,,25477,,,-,0,,1,,2,,13,,"WISCONSIN
(44.395526, -89.834513)",
UTAH,2017,49,143,,196,,264,,9574,,8931,,,-,0,,4,,34,,38,,"UTAH
(39.359772, -111.584173)",
LOUISIANA,2017,49,302,,691,,1684,,33514,,29791,,,-,0,,1,,5,,14,,"LOUISIANA
(31.2931, -92.463284)",
VIRGINIA,2017,49,850,,759,,1605,,39596,,37346,,,N,0,,0,,,N,,N,"VIRGINIA
(37.542699, -78.45822)",
INDIANA,2017,49,375,,648,,927,,31909,,29249,,,-,0,,0,,,-,1,,"INDIANA
(39.76845, -86.156212)",
WASHINGTON,2017,49,532,,477,,684,,21936,,29535,,,N,0,,0,,,N,,N,"WASHINGTON
(47.517368, -120.467672)",
